binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl,component:imide_N-C=O,component:acid_O-C=O,component:pi-pi_star,total_fit,residual
283.60005371093735,64294.527213244706,13751.361081833416,45476.161880031126,2370.094502022208,171.79931534494196,39.61037325413635,114.22823559522307,61923.25538808106,2371.271825163647
283.7000537109375,75548.94035867417,13806.250778080863,55945.61337927882,2754.166654596851,180.08223483466003,41.191517438603356,117.45664051108584,72844.76120474088,2704.1791539332917
283.8000537109374,87803.19480784734,13861.140474328186,67759.69527785455,3266.4236843428152,188.97487643089335,42.86884567152376,120.82190308379126,85239.92506171175,2563.2697461355856
283.9000537109375,102626.58224275715,13916.030170575632,80563.40050739705,3956.34767049979,198.53815184683975,44.650284606752024,124.33190178237011,98803.29868670841,3823.283556048744
284.00005371093744,116390.8461736617,13970.919866822953,93778.78805420635,4885.809927843129,208.84071390069408,46.544590607945224,127.99514731339808,113018.89830069446,3371.947872967241
284.10005371093735,129126.00913072721,14025.809563070274,106570.8954566918,6127.274609508073,219.9601576510629,48.56145564620997,131.8208662369268,127124.32210880435,2001.6870219228585
284.2000537109375,139104.21763595755,14080.69925931772,117840.71995545887,7758.962672827486,231.98444265666717,50.71162921955572,135.8191030004498,140098.89706248077,-994.6794265232165
284.3000537109374,149328.84250011537,14135.588955565043,126309.26836193507,9856.447607054439,245.0135836429706,53.00705910864357,140.00084535599643,150739.32641266217,-1410.4839125467988
284.4000537109375,152303.93405996644,14190.47865181249,130770.51573080785,12480.779329274146,259.16166841438087,55.46105434826802,144.37817938147992,157900.7746140386,-5596.840554072143
284.50005371093744,156187.74942554403,14245.368348059812,130488.06898342716,15663.991905485917,274.5592766127629,58.08847448667823,148.96448182584973,160879.0414698982,-4691.292044354166
284.60005371093735,159360.72046908396,14300.258044307133,125510.813260075,19393.398645784007,291.3563919536721,60.9059500582409,153.77465925673354,159710.5069514348,-349.78648235084256
284.7000537109375,156153.00320439177,14355.14774055458,116650.28180607468,23595.96862298187,309.72592546267566,63.93214024940657,158.82544551351307,155133.88168083673,1019.121523555048
284.8000537109374,152981.54993127633,14410.0374368019,105139.87325095484,28123.13794581609,329.86800070495775,67.1880350476956,164.13577125015522,148234.24044057567,4747.30949070066
284.9000537109375,143847.04140025828,14464.927133049348,92246.97260358094,32735.63890531846,352.0151993598613,70.69731079657043,169.72722185680863,140039.978373962,3807.063026296295
285.00005371093744,135363.1945650432,14519.81682929667,79041.70069319308,37090.82993297359,376.4390384008907,74.48675012465003,175.62460271413588,131278.897846703,4084.2967183401925
285.10005371093735,123529.84424863373,14574.706525543992,66327.87880646219,40746.846112331616,403.4580756954018,78.58673979312967,181.85663345993416,122313.33289328625,1216.5113553474803
