binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
538.2000537109375,27918.69074336609,26884.775421834613,266.53903430515135,221.59826023398085,27372.912716373743,545.778026992346
538.3000537109374,27261.935655292775,26915.410894484812,259.2631784411215,213.79321402268232,27388.467286948617,-126.53163165584192
538.4000537109374,27411.207620979967,26946.046367135048,252.28026258994447,206.39115516243342,27404.717784887427,6.4898360925399174
538.5000537109374,28000.07913457926,26976.681839785284,245.57481948343022,199.36495840406698,27421.62161767278,578.457516906481
538.6000537109375,26993.0471455083,27007.31731243552,239.1323861734173,192.6897309451114,27439.13942955405,-446.0922840457497
538.7000537109375,27629.41099372749,27037.952785085756,232.9394270250785,186.3425966807815,27457.234808791614,172.17618493587725
538.8000537109374,27113.711922556235,27068.58825773596,226.98326349043097,180.30250426632006,27475.87402549271,-362.162102936476
538.9000537109374,27151.54980811688,27099.22373038619,221.25200999036338,174.5500560499545,27495.025796426507,-343.4759883096267
539.0000537109374,27205.177797872213,27129.85920303643,215.73451530732692,169.06735533600278,27514.66107367976,-309.4832758075463
539.1000537109375,27161.417783848337,27160.494675686667,210.4203089554541,163.83786977830334,27534.752854420425,-373.3350705720877
539.2000537109375,26227.231353201805,27191.130148336902,205.29955205226005,158.84630899546653,27555.27600938463,-1328.0446561828248
539.3000537109374,27053.743969123916,27221.765620987102,200.36299226639017,154.0785147484261,27576.20712800192,-522.463158878003
539.4000537109374,25819.974604571424,27252.401093637338,195.60192246047922,149.52136223447332,27597.52437833229,-1777.5497737608675
539.5000537109374,26593.999084237686,27283.036566287574,191.0081426877698,145.16267123575196,27619.207380211097,-1025.2082959734107
539.6000537109375,26689.771307543997,27313.67203893781,186.57392523593668,140.99112601824888,27641.237090191997,-951.4657826479997
539.7000537109375,26676.08316308079,27344.307511588046,182.29198244282176,136.99620301409928,27663.595697044966,-987.5125339641745
539.8000537109374,26026.28161292467,27374.94298423825,178.1554370362857,133.1681054380707,27686.266526712607,-1659.9849137879355
539.9000537109374,26100.564317577366,27405.578456888485,174.15779477496554,129.49770409149286,27709.233955754942,-1608.6696381775764
540.0000537109374,26439.04537442267,27436.21392953872,170.29291918872656,125.97648369590021,27732.483332423348,-1293.437958000679
540.1000537109375,26273.56437715604,27466.849402188956,166.55500823698023,122.59649417585102,27756.000904601788,-1482.4365274457487
540.2000537109375,26307.245071965397,27497.484874839192,162.93857272067072,119.3503063779503,27779.773753937814,-1472.528681972417
540.3000537109374,25994.738258041543,27528.120347489392,159.4384162992631,116.23097177187114,27803.789735560527,-1809.051477518984
540.4000537109374,25888.244477016196,27558.755820139628,156.04961697806553,113.23198573064954,27828.03742284834,-1939.792945832145
540.5000537109374,26193.44099372028,27589.391292789864,152.76750994384483,110.347254032691,27852.5060567664,-1659.0650630461205
540.6000537109375,26396.891952300895,27620.0267654401,149.5876716378234,107.57106226737704,27877.1854993453,-1480.2935470444063
540.7000537109375,25999.630912001274,27650.662238090335,146.50590496540755,104.8980478610635,27902.066190916805,-1902.435278915531
540.8000537109374,26203.42209731296,27681.29771074054,143.5182255510267,102.32317447081057,27927.139110762375,-1723.7170134494154
540.9000537109374,26128.364633487545,27711.933183390775,140.62084895467424,99.84170852018532,27952.395740865635,-1824.0311073780904
541.0000537109374,25861.6707454839,27742.56865604101,137.81017877420288,97.44919767537218,27977.828032490586,-2116.157287006685
